Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Mongolia,MNG,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,2725.2631665989,3046.6286392503,3073.1354071953,2967.6198072157,3189.6631899234,3320.6834508918,2869.2532913017,2924.4946327748,3162.484320544,3713.7741953158,3346.9359759495,3261.8956303956,3234.8175533051,3281.4073012088,3316.1441651555,3414.0188756278,3580.1715912047,3780.5584910665,3921.334344558,3308.6806435782,2697.8254861534,2411.5477760144,2548.7026691198,2975.1470769613,3354.1634112841,3604.8484802904,4162.2698801496,4376.2934088906,4576.3440548431,3834.1385031412,3857.0651668844,4712.2578140043,5695.0594041699,6535.5636043695,7340.3863968037,7803.0833800321
Northern Mariana Islands,MNP,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,140.1692339436,135.7850001267,132.6682049113,172.7588839159,184.3566816397,193.8284286907,194.1924222239,181.6812755081,138.7175282386,166.3932065529,158.6587639944,178.8969783886,188.9684644335,201.3714247237,213.5814683363,221.9089576604,190.1510185004,205.1323224149,223.8703344186,231.0509649556,237.7082929892,248.9024433226,269.8739796204,286.9924625657,301.1974800761,310.5524018304,320.1020281816,326.5468120523,325.9909877473,324.8545318489,329.3211241883,331.5314369264,331.8038217763
Mauritania,MRT,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1093.2584315009,1185.2253863054,1196.5933375972,1370.6088944367,1112.6971322117,1137.4434828423,1232.374274691,1301.7385110377,1340.8974428956,1358.8939534909,1272.3942143754,1323.2388773655,1377.1077500262,1468.0998693775,1188.2473220432,1445.2044937661,1524.8960542337,1154.1880222419,1138.7763650317,1188.9688913041,1146.4046380501,1125.5424763974,1062.0939659157,1075.2349427973,1011.2141753762,1064.2976097353,1035.7549217324,1109.742437067,1168.5173076687,1153.8880770326,1183.1832467607,1130.2962584537,1185.6718543162,1145.7745722143,1143.4439060081,1181.8481340716,1193.617223064
Mauritius,MUS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1948.5782596586,2399.8701481619,2924.2263781132,2625.0736656513,2702.2918278448,3073.389534468,3441.2112277973,3429.4870984657,3341.6134660208,3210.3331022292,3800.103391117,3739.9831463886,4027.5106545928,3790.891899181,3620.8144933442,4116.5407533341,4414.8002655443,4713.8994415302,4749.7754881625,3594.1745458254,4886.4022635725,5313.375394587,4375.8879038049,4590.9577347138,5404.7496116293,5203.9425800427,6121.6026721726,6097.3439566162,6506.4719073131,7313.5929823612,7589.7478376494,8021.6369976232,8470.8604201658,8909.0129868605,9455.6015266532,9653.0899640271,
Malawi,MWI,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,303.5674513384,271.4733166572,282.4191187399,287.9776872829,302.90511788,300.967429197,297.1164779795,292.6367327535,280.1453520866,271.6799730817,260.1000992331,286.5186127125,211.9829183693,322.539811408,228.1563940454,315.8047315964,390.9857952033,384.9080563805,416.5484096983,449.0997733906,463.4560315756,427.5220895692,444.6782102769,451.2628088665,458.9226942838,407.576532808,380.2432151016,397.3931628127,400.3579072368,404.8258962422,419.8625857005,424.7952066041,411.1820937809,424.5092303176,435.1352678942,412.5035981499,389.6880702924
Malaysia,MYS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,6293.9840281658,6638.6555764822,7127.5311352865,7149.0662196144,7426.3783405443,7612.4194733111,7970.1146426718,8578.5169520771,8884.1325023473,9282.8441360548,9145.9965791072,9274.7086457085,9967.7592097732,9725.9883953961,9602.3857479317,9418.865949608,9893.3834432317,10007.9622414396,9778.5702047395,9895.0081075202,10426.3578148404,10487.7363555717,10895.2496034036,11687.4139815425,12399.4951145007,12910.5497922615,13886.6870040455,15326.5427889752,15038.3287596928,13715.1581492764,15962.1349086779,17345.6037658628,17827.416752101,18513.878982922,19258.6383533576,19868.3557080004,19231.0747816571
North America,NAC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,33976.5206649546,33965.1559480126,37790.4437306358,44131.9668318859,42797.4395505028,43710.7158718326,49320.5229362235,52438.1135630161,58097.0812183477,59877.2577916732,53124.8022369831,57779.3589805538,65281.3867847743,67517.5565503954,65976.8136586272,62685.390271071,76375.5893022049,77338.9327824649,81275.7919162737,
Namibia,NAM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2384.9183749631,2389.0772591076,2472.6178461565,2418.3601491589,2310.5628609626,2495.8101873297,2364.9137903766,2486.856194832,2440.4200720336,2337.0905145976,2683.6549239501,2991.1494797886,2821.7677417895,3031.9366659311,3371.4979936501,3321.2912646612,3543.3144316535,3303.1579753014,3504.3487215323,3597.9870323568,3856.3093287586,3587.5225480441,3907.856903347,4082.8336831099,4108.6076642316,4298.7515172162,4233.3587411388,3585.4611896326,2992.648819094,3482.8698048263,3624.5803833554,3549.7732104372,3592.9609365754,3171.4606111663,3321.8529250719,3063.5304197524,
New Caledonia,NCL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,492.5788241528,499.7375218623,562.4078552408,492.5354905536,551.9967909057,518.390728699,576.3328798034,554.7000922014,584.8410376397,584.3210820166,
Nigeria,NGA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,1235.8367907947,1264.3174372195,1254.6405963256,1193.9220078927,1410.8558887915,1556.204597112,1500.5018749024,1653.7551853677,1742.2072887044,1818.885846184,1887.900438332,1929.769835501,1959.8858695988,2012.2441431776,2090.1466274163,2181.9619798152,2281.3451332738,2381.0957780057,2513.6974737023,2593.7624445567,2700.4992756316,4199.5007955036,4501.8242085919,4794.7751483343,5143.0863088093,5534.1670246459,5939.4095691556,6316.7357571453,6689.745099911,7077.5361536225,7277.9734459348,7755.7925629886,7969.9404091997,8292.0855775181,8578.8292014687,8906.6631825429
Nicaragua,NIC,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,1956.0108115443,2136.7362186884,2320.2572640448,2302.381031701,2296.2579954689,2435.6035543638,2729.440197407,2831.7322917831,2846.5880542626,2932.6074445481,3133.0970759004,3313.2473300568,3444.3347467468,3871.0944135242,3994.2355461933,4084.3852066294,4237.735096363,4506.6903388366,4515.962553128,4500.9926752602,4666.505764061,4797.2455257811,5048.4454937944
Netherlands,NLD,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,20581.0705758156,22287.3236684621,23306.8105684171,22625.3840317444,25505.8561144644,26820.4102351702,29814.9459039473,27307.0429119778,29355.2836446977,31247.8109478845,33926.8293135161,35224.2492884865,37465.6545106458,39306.9356998733,40865.3991723923,41946.9507938678,40509.0223920134,43916.2512495029,42379.5228595849,45880.5241867037,47390.6528874886,45820.5156636759,47033.6902379224,49419.9783210159,53574.0974496036,54988.9773865463,55982.2247123398,58699.7783212045,61654.8910095209,65426.4731925091,67328.0188380865,67965.8973377238,69111.4113665781,71596.2636482965,76632.9318863419,79607.5974499116,81214.5111427647
Norway,NOR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,19081.5155108231,20694.1943619629,20852.4645959307,20067.0196240636,22596.1206943646,20749.5816797969,19427.4479525714,20607.0319670678,21351.2527230112,23071.8925502091,25043.7667172205,28858.5036837233,28206.796481969,33716.6578012213,35234.7029719754,38551.6757945423,38400.280150665,38190.5278236709,39555.2412556992,40607.0586110843,40638.7318100347,40764.3440870745,45136.7968328376,46062.5505594817,52320.3464397177,54601.4909152416,57867.0106453228,63326.4270624391,66752.2105395668,69211.1999632336,76426.0556760212,80234.1706879911,86236.1671681494,84724.6425326287,92789.1872073369,97879.6996092406,98129.0752594985
Nepal,NPL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,354.8855637799,383.574469538,393.3050541191,381.4524079496,410.4150303217,411.332653804,414.1216940431,403.0934201123,420.921715949,438.0328767191,454.0953777949,454.8479824423,439.0701369399,425.6371174655,446.3536889438,433.142527103,439.9843832673,445.3515667606,437.1587063279,435.9881392096,444.2608415088,449.6320652694,447.3814330286,445.7662086023,450.1966269368,448.7501112324,439.8360255724,432.724539598,444.0814434472,444.0637915672,440.0449152145,447.1093919613,455.192499811,448.1626866523,456.7499765754,449.3665782934,444.7754449856
Nauru,NRU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,50405.1224323343,49612.3607356128,50233.470019135,45593.1184177981,46154.6810815762,53081.0519694958,50911.4236810754,56101.0136937809,55462.576701198,53082.0258932322,61954.2808862735,62314.1036972222,54913.4389976889,63882.9308158601,62915.8764310366,66654.8336763867,71720.1129494859,72403.411669753,70045.3994694542,73399.6466577245,76057.72898563,73814.7705798402,72570.6603410304,80710.4540110421,76939.1586393184,80055.4772772501,79439.4611994651,67236.9849336209,73675.9838701665,73928.2536110461,68099.473296518,76079.6522373897,79903.0479942006,77448.8611851196,82181.4108767249,84413.4983410705,
OECD members,OED,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,9440.0058114815,9857.4671796722,10308.9032844476,10388.2770109705,10481.7129445598,10711.2742311575,10522.4609761584,12606.4439646162,12966.2161233811,13683.2811471112,14987.7734381711,14753.6073338392,15336.3227880836,15571.0616274327,16717.6746535157,17155.7769854817,17530.6046734374,17863.7409504697,19213.3437144817,20202.6315728542,20419.8164026738,20965.6509340661,20851.5917796766,22661.4131593756,23442.3410945404,24234.9911430192,17774.6067794559
Oman,OMN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2548.9866263479,2512.8323566552,2569.8597034227,2952.9824286508,3024.6030512354,3175.4112038998,
Other small states,OSS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1513.765044009,1509.8751765887,1491.9431773156,1464.5572056946,1495.4483451326,1532.3950175344,1567.1073381592,1562.0810894083,1605.4036873437,1619.3827230216,1671.3301806111,,,,,1847.1505023021,1898.9805775153,2297.0177820734,2344.4718434655,2343.7930688855,2083.813416502,2071.4135426692,2022.1134986842,2029.8153852162,2006.1385057683,2011.3207736387,2000.4089144521,1944.9023863876,1905.4681206275,1935.6169551916,1969.3428931819,1956.867299304,1933.5730701353,1932.1786720148,1830.584322483,,
Pakistan,PAK,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1048.8605837864,1011.203745159,1043.0458313024,1097.2760421125,1031.2088670109,1152.8402612475,1223.5258749102,1243.0142101032,1257.926366025,1339.4240434201,1377.0822370964,1387.7603215948,1503.590597678,1417.3975272858,1459.8380478748,1581.8931257937,1706.2913783286,1643.5864371048,1678.9178483831,1661.3531168153,1709.0902403595,1642.8176328133,1610.9319172812,1624.1055334284,1611.2174567767,1643.6919071287,1675.0620505861,1709.463533301,1698.1251667428,1717.3804299133,1684.4672045367,1683.0592391928,1711.4642405711,1727.2376695712,1743.5411659131,1764.1284606757,1741.0705607279
Panama,PAN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,2729.5834790178,2961.8682939723,2894.4356395576,2998.3698799419,2942.4809238801,3053.5106885478,2972.9258791688,3030.3962323985,2740.2145410976,2810.2351475051,2818.8505057756,2849.2072969666,2927.5615234462,2871.5778864013,2937.2139637482,3020.1345498546,3136.6782762946,3277.7833192464,3475.9095807933,3498.1100997326,3854.76585566,4104.1152129293,4256.8868735905,4651.7706575992,4678.4278486719,4836.5994172785,5049.1272736726,5149.6045548358,5306.4184954247,4706.7155074312,4455.1633064516,4506.9233870377,4588.1061320654,4807.7319151511,5237.1306038978,5268.4573464295,5212.0584769076
Peru,PER,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1645.8059080323,1753.8591433506,1767.8507406044,1580.953921104,1779.0586092407,1723.1039499861,1716.6638515806,1794.1331562938,1895.6201138028,1771.58443444,1616.00551508,1611.8440410928,1481.388823104,1602.1991720737,1805.5722884426,1838.0178377701,1906.848070031,1947.2386689772,1901.0817028635,2108.7897302615,2221.5231639756,2143.7720264152,2213.9956498234,2216.2588245287,2254.9650088273,2316.8935083752,2492.2874882065,2555.4831212913,2726.2807882132,2717.4326213329,2728.4051307132,2934.9089543283,2973.2944031021,3038.5480925489,2995.7159930849,3100.3255583523,3127.9588096901
Philippines,PHL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1502.1709941115,1526.8656875328,1510.8574495797,1430.9166298823,1394.1516713726,1346.3057307673,1348.7935088246,1350.9003791518,1378.5907070729,1415.013296132,1400.3215156454,1396.7163961488,1374.4647811486,1391.2256604572,1407.6149702354,1379.8831512783,1413.4854954055,1440.5304365839,1319.8004772971,1437.8808054921,1495.2926784472,1501.8671901749,1538.8442105134,1593.6356757197,1655.9676448396,1713.978652476,1774.471124126,1820.0395321928,1868.7561906267,1846.0012476217,1833.6513221977,1871.6665492706,1914.421938203,1926.3188382048,1948.9870740406,1942.4618222964,1909.3486131081
Palau,PLW,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,4112.580529598,4048.4178954526,4008.9307064198,3996.460661189,4077.3590589934,4349.8816244124,4711.9966132546,4341.7029021093,4464.3334299088,3982.3368975949,3783.65,4203.5177259866,4233.4147226152,3844.9815530839,3641.169456067,3474.9421548117,
Papua New Guinea,PNG,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,POL,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,2201.9058641522,2313.0437398886,2524.1102356987,2654.0312998171,2689.4952581237,2967.8094113877,3136.0186030406,3311.877031426,3671.3973182839,3667.3836205861,3566.1251546123,3821.6505867173,3831.2461477004,4347.4427979885,4155.0479939695,4353.3181881972,4048.3546973019,4538.9404188765,4700.8324338092,4428.2160593377,4652.9478148347
Pre-demographic dividend,PRE,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,835.9244521633,806.1320414881,735.9133868598,776.2419229149,795.8847040971,786.5673826566,802.7179234726,849.5651042965,782.5573449128,774.5740596953,776.7705578399,790.2257098783,777.6271109856,808.8701802603,843.3969438766,857.1212646378,879.8675705389,913.3355103681,889.8205123405,909.5946366591,1060.3938454571,1062.6696345983,1077.9023361967,1129.3909708509,1145.3544697156,1167.4439686827,1208.7276709519,1226.4998480577,1262.6890815375,1274.1995509443,1325.8927150862,1336.1964709614,1354.7739312382,1346.6600007482,1415.9376615117
Puerto Rico,PRI,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,8640.7551083061,8588.7023729547,8953.071569937,8909.8579484186,8061.3000485687,8220.4046358692,8873.4614633165,10251.3281446311,10287.703844991,11243.3921730056,11186.0279067589,11887.5448286918,11930.4883687905,12201.6358317176,11444.1670093599,10594.7349065397,13092.6342979259,16257.3373493153,16061.9888185794,13351.5282054419,21549.8350205571,14857.3397049475,12388.5524993099,15291.0133552956,19793.0549572984,19931.4680038433,21014.4354187395,23611.1235633093,33199.0864214899,34190.82546863,51375,51944.2152264923,57025.523137264,56824.1831507942,,,
"Korea, Dem. People’s Rep.",PRK,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,6674.6732482146,7114.5571502726,6624.3410561768,6532.3532026774,7110.7889054534,6886.8071415457,6810.491180631,7245.0027539315,7283.5365229364,7969.8878343296,7688.9151603139,8122.8549800923,8024.8183576107,8581.5656420269,8554.5268903443,8906.7750420125,9123.0625008684,9194.0931221449,9612.3636712485,9593.9909457036,10420.3372793393,10069.6940251756
Paraguay,PRY,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,2959.156654751,3007.8825142192,3085.3227638329,3030.4781107199,3304.7942908257,3212.3591796281,3387.1735255903,3373.7933341356,3333.3690135231,3049.2470890173,3352.6594948334,3426.0016473508,3641.9391480352,3724.5776991729,3662.511387845,3741.7879974824,4214.0593824395,4538.3964454701,3707.0182276479,4910.3264784556,5033.3456693503,3987.9524096564,5564.3265043352,5764.9558138331,5994.9040430113,6116.8215737189
West Bank and Gaza,PSE,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,4285.7915289877,4388.6002984983,5124.3500803012,4568.1886452388,5031.7559702613,4853.1413915013,4259.0800841093,3525.2177831181,2903.4695103635,3413.8887164885,3769.0173696394,3016.9212283661,3125.291052281,3929.0793821442,4497.1444127366,4680.4291524928,4524.5454545455,5605.7275375419,4694.1599078803,4370.8867754496,4077.9092820667,3819.5487787971,3467.9147597759
Pacific island small states,PSS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,13598.1900173549,13488.4952350935,14150.2720380581,13948.80468431,15100.9089283455,18187.4430141112,18844.36471271,20843.8800657307,22848.1427023752,22891.8506872562,24065.4416593409,24507.9632896207,26857.6677646834,27715.0134099203,28679.6716986242,29251.7452207252,32106.0125795228,34188.3992123449,34655.4882833686,36003.5539407535,35873.723641604,39842.6306291678,41694.7340447863,43199.1396510455,35411.9962137808
French Polynesia,PYF,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,21385.284883184,21385.284883184,15930.4875796472,17728.0912364946,17914.0502354788,17009.0497737557,16488.3645765999,15549.714391251,21252.4570267668,15434.5969156894,18440.9340659341,19432.7153938498,20331.5172222735,21540.2507156709,30780.6419271005,33401.7782937351,36093.7561837922
Romania,ROU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,4378.3884419337,3980.1514960098,3534.9029679876,4093.6596193499,4288.8288384235,4566.3187311675,4815.4497969491,5031.614027101,4756.2437936406,5104.9202530543,4446.2400897889,6076.410210923,6465.6072939814,7283.0561009878,9333.0549499643,8226.4995889217,8771.4095909537,7044.0638475619,9595.2464406404,9298.9265079144,10845.2775018949,13054.7720895227,10190.1186937625,14402.595673575,15864.9680634747,14785.8435596429,15619.126380262
Russian Federation,RUS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,5878.4750242497,5824.3862645958,5295.3458896947,5039.3053250865,4945.7472163406,5209.4531824801,4348.6366722004,5236.3986506603,5997.1033195508,6808.0275851534,7158.4370205647,7192.7958838883,7452.0972823567,7572.9175655617,7988.8838637303,8097.3982821591,8731.8143804028,9063.291442042,8157.3649858217,9543.437089944,9688.3261063491,10425.7117524288,10893.3500664188,11540.0528233547,12289.6966171184
Rwanda,RWA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,297.7129473357,285.604959557,303.8167469305,309.222151714,273.7675822793,271.4776024897,268.9640465733,252.4764042848,257.2229209484,241.836190611,237.3146963994,261.2553205864,294.8290106816,265.3900681433,192.3971690913,252.8921148319,290.1980741984,277.2155034004,276.1165229583,295.5427817515,295.6980924646,306.7406938282,347.3438897458,328.6336096927,327.6293673052,340.4634218042,339.3956722911,339.2377095796,350.5239276713,366.2252078467,373.2619047605,379.6139274825,392.8802813188,394.6258237935,409.3972811918,418.1480065974,422.8210408105
South Asia,SAS,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,627.3636535895,641.6731196122,633.0882357531,678.9024221533,675.5616055675,674.8428571874,667.7719332793,649.5392204296,721.4082833519,722.3569819618,741.5828367279,722.6683914156,759.2718230445,766.2392705176,790.1558811452,784.7614838355,848.8311474282,822.8080117377,859.8110406026,872.2053375195,871.6856240158,900.9218070038,840.9672492761,895.4947003633,887.8896563754,920.9076235551,946.3431281151,990.6840925644,984.2309725638,989.8071877978,1048.4673177881,1083.4242924846,1093.8077895084,1135.7653426003,1130.1902768843,1131.654651811,1167.5482865559
Saudi Arabia,SAU,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,3079.6800253004,3130.519717878,3189.5936585366,3327.6034336678,3896.0056625514,4565.3542436631,5343.5070660011,6372.9849616368,7427.3884364724,8432.185296543,9431.0340648723,9992.772594172,10908.1729967069,11622.7496798493,11754.5850136452,12332.7689590928,12887.9648747346,13973.5578194817,14844.7247766808,15783.9070576735,16973.1344865959,17305.4587215538,17581.9913168724,17863.0692794194,18648.1031359638,19268.5043057489,20041.2059806754,21093.0442291572,22284.4905768275,23560.5072586738,27079.8705501618,29574.463880925,31827.3435901076,34409.1961069937,36997.8680061327,39048.2655365301,41321.2062876186
Sudan,SDN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,1261.6275663295,1445.186756568,1648.1939022725,1458.840139018,1381.2492692948,1206.8394668273,1402.7290817002,1536.4888546315,1346.0926060542,1789.5067238786,1427.4200375697,1379.3316308542,1685.288871473,1688.157292246,1575.7584152359,1626.8042168203,1890.1239014562,2204.3595126357,2245.8836814091,2223.667530645,2119.6532346695,2194.1710639346,2236.2818495341,2207.6258831171,2130.1831274749,2152.3018526172,2308.5929961368,2231.1868951261,2268.4659348394,2165.6366060116,2147.6227152954,2264.4373153266,2637.532818046,2705.7816738871,2560.7241933575,2599.5883469382,2703.2310044051
Senegal,SEN,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,529.6327844138,598.4140563833,636.1166791845,470.046733301,512.2216139911,589.3067060852,603.6124976133,622.5431049266,513.356667602,570.6377657524,504.1722819585,521.5644751595,478.195201148,502.677642919,489.5130720795,522.1858355592,491.2633491181,475.4567074984,468.1652572984,519.6632173656,519.4268916716,513.2528335871,389.2117226012,446.8327905481,445.6369868111,482.1040249131,430.5162880469,394.1273459172,458.1892123565,503.6698685053,518.1780366076,429.1921562283,454.1707918039,449.4576080075,447.1310037864,513.4949087336,544.1068014562
Singapore,SGP,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,16695.7872257814,17178.9727992407,18422.2588925559,20872.7539420609,23055.1626591231,24184.0850751742,23028.969563623,23190.3190319032,21888.1147373997,26832.2070302268,28737.3181762621,31624.4957829116,29849.6516318299,27693.4360102677,28397.5064173084,34176.7510084342,35258.5258525853,34726.8060139347,42293.118200709,42024.202420242,39995.1106221733,34983.498349835,28994.0105121623,26573.7684879599,39860.6527319399,42684.2684268427,43381.0047671434,43344.3344334434,40814.0814081408,42390.9057572424,43417.6751008434,44297.7631096443,45947.928126146,48001.466813348,108910.891089109,105023.835716905,103557.022368904
Solomon Islands,SLB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,538.8143100348,551.552350777,562.8759460636,568.282464491,663.0109691904,612.9743973471,601.7835917522,623.0596219872,611.4223236343,597.9842394487,890.1476456477,927.2936918098,639.6618181805,628.3946325451,671.1000615181,610.8334604673,581.4045233712,759.6482326578,817.0315741879,857.5136829952,908.4029804599,552.0626128459,703.5958785616,741.4029643469,778.791969653,808.1809564788,837.2685469928,932.6001197803,980.3033001449,1007.261489307,1029.3184106347,1065.9969441651,1093.1653034966,1128.8253942044,1124.0207329432,1150.5336251908,1180.4670812567
El Salvador,SLV,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,3187.4502396625,2847.9331252845,2619.9226122678,2676.3679764999,2753.0438659982,2693.6544424079,2567.0383270706,2592.9835200808,2550.7301201309,2520.831709496,2665.0530991332,2711.4020509083,2765.5985359096,2662.9877326105,2569.7611765843,2681.9792245913,2771.5043331895,2797.5373715052,2761.8551154976,3022.1889893081,2975.9951354347,2946.2265249486,3013.6373466641,3002.9732903572,3155.6088979017,3347.5073375799,3577.3500317994,3930.7283658432,4096.8704545306,4024.971653342,4199.813559322,4145.7663866903,4333.7500616894,4359.779084324,4464.0988678291,4432.4529233667,4685.0270554232
San Marino,SMR,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,4530.6692160346,4351.7310891479,4934.191425799,4903.0200683291,5452.8214761177,5756.4916358248,4989.5169302821,6336.6911129676,6790.342875725,6578.2291852647,
Sub-Saharan Africa (excluding high income),SSA,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,838.7158187947,789.7625452957,729.6737875048,774.8661524785,797.6575801508,792.6245922472,805.1466811995,852.1637545198,781.5122916152,787.7677044205,756.4537033161,709.940258561,697.9174882788,705.0570284274,747.2501127122,760.0540950996,763.9118453589,784.5399016079,776.2519563107,793.3713149413,906.5210876886,916.6471792156,932.3190612242,963.2732739,994.6591149343,1028.8572578451,1081.110180897,1092.0748530444,1120.6392344591,1130.5419943847,1174.1890303553,1184.8314806741,1209.6253158486,1223.2677593284,1249.8218635871
South Sudan,SSD,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,Agriculture value added per worker (constant 2010 US$),EA.PRD.AGRI.KD,,,838.7983869758,789.9483962084,729.7948774874,774.9698977931,797.7735899983,792.7234225148,805.2145965398,852.2124962428,781.6074827372,787.8395412291,756.492207995,709.9675733475,697.9598759796,705.0846446578,747.2763120719,760.08488585,763.9412721538,784.5861941259,776.3013479959,793.4119660405,906.541911413,916.6486065361,932.3125818352,963.2739330681,994.6455610737,1028.8339814077,1081.0859542633,1092.0246233629,1120.5778996848,1130.4843363553,1174.1248367375,1184.7918611101,1209.575352102,1223.2677593284,1249.8218635871
