Country Name,Country Code,Series Name,Series Code,y1980,y1981,y1982,y1983,y1984,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013
Tunisia,TUN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1940.061455,2066.799024,1856.358857,1905.588078,2156.97774,2542.600077,2249.524463,2735.648811,2048.044042,2299.84686,3020.171286,3352.835713,3473.51012,3240.730997,2867.866872,2540.434254,3241.304658,3287.870175,3306.308192,3640.296093,3602.439689,3495.859849,3125.207325,3662.604891,4137.133189,3790.387943,4059.617767,4077.552477,4021.307388,4369.584261,3955.040031,4347.508772,4512.488117,NA
Turkey,TUR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,3936.409394,3775.426086,3759.565057,3654.284963,3585.568184,3466.824799,3573.776231,3486.527364,3624.617889,3225.671273,3499.427203,3454.819796,3663.533328,3979.717193,3647.746423,3739.833796,3921.271354,3945.615481,4236.578967,3960.935558,4573.024298,4197.795773,4546.428181,4616.15354,4801.899969,5227.242792,5345.347337,5092.443248,5379.459978,5642.78987,5852.002773,6288.120208,6572.864917,6874.21991
Turkmenistan,TKM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1653.271302,1737.362152,1513.585013,1383.280531,694.6566185,786.5487579,958.9946816,1178.138978,1354.239751,1644.729509,1628.341778,1614.861671,1908.855387,2275.477094,2796.171852,NA,NA,NA,NA,NA,NA,NA
Turks and Caicos Islands,TCA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tuvalu,TUV,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4456.726923,4317.167283,4236.369596,4273.095818,4296.967861,4324.512527,4588.206794,4590.043105,4510.898099,4459.848651,4370.971197,4294.904757,4213.028276,4223.359143,4412.877396,4452.196068,5002.774652,5058.522256,5095.178214,5267.003019,6026.086824,6047.469466,5666.400232,NA
Uganda,UGA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,213.1261552,220.5169995,207.8637421,194.709989,193.1846844,190.828959,194.8586982,200.3874716,204.5244836,204.6780058,197.3662775,210.4026312,208.9841148,216.3343231,220.6947389,218.4894996,217.7748209,225.5548844,219.5254679,231.0380967,241.1332624,239.8447561,237.2093452,235.635242,230.4219873,224.1015034,220.9109689,221.1224344,220.283751,216.9623944,212.9889629,210.6529683
Ukraine,UKR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759.865753,1922.587607,1788.797242,1779.757046,1639.783601,1662.012082,1511.765367,1707.39405,1965.689926,2227.71443,2353.814734,2199.729854,2723.880111,2786.940197,2948.927904,2888.267109,3471.321411,3508.460368,3574.833107,4418.383442,4374.587391,NA
United Arab Emirates,ARE,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30439.43417,31416.69437,30097.41805,28235.46404,25458.12176,21125.40683,18525.88956,15029.02206,14026.75916,12126.61052,12146.41984,NA,NA
United Kingdom,GBR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19007.95255,20288.71533,21777.84304,20702.8597,20930.19432,20986.15443,20792.97184,21868.85716,22627.83182,23668.93149,23567.18262,22082.16975,25130.73289,24365.40061,24509.52449,26139.63104,25393.80003,24774.04433,27474.62696,25842.66669,25922.86442,29023.77873,28439.38465,27723.58491
United States,USA,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,13206.87658,16202.84686,16560.82501,13894.04374,16350.19346,18972.8144,19234.91034,19960.83329,18040.9691,19220.90574,20283.97369,21202.06256,23410.65739,23237.41903,25113.69499,22989.46484,24718.91064,27627.53108,29369.31283,33715.74251,38640.7767,38054.2687,37212.44926,42772.9636,44904.4586,51062.29744,49378.20044,45001.87196,49847.0948,57767.36924,57194.10124,49816.70061,NA,NA
Uruguay,URY,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,5240.656878,4568.211818,5168.582678,5039.037524,5296.948218,5366.050102,5608.099663,5474.793159,5315.421025,5871.205871,5611.383208,6178.862593,6451.833885,7092.604482,7240.052855,7551.476937,7202.628093,6966.717067,6403.876475,6564.767606,7227.199554,7850.338779,8176.809411,8683.501133,7926.280979,8137.331992,8657.545224,8408.849267,9390.668571,10414.54434,10974.6785
Uzbekistan,UZB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,895.5548397,912.9062148,890.5918534,910.2046494,854.5955652,893.2303509,922.2988654,964.814119,989.2374471,1025.886554,1086.202614,1160.064392,1272.405694,1345.702581,1422.713057,1494.386777,1556.440277,1643.335493,1757.677622,1880.636792,2024.299472,NA
Vanuatu,VUT,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1634.922902,1923.855987,1698.781511,2434.17283,2590.130026,2319.040468,2156.572687,1963.520656,1885.144832,1888.499867,2223.453391,2029.658852,1876.202802,2019.754313,2045.223129,2056.823982,2156.263309,2256.450301,2450.095307,2339.075363,2374.259023,2367.099654,2331.193623,2418.439663,2456.595559,2513.597777,2479.263108,2496.921452,2561.011783,2509.966057,2630.628645,2714.40046,2775.47447,NA
"Venezuela, RB",VEN,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,4378.491377,4185.703442,4220.336281,4078.453892,4271.503799,4531.388586,4812.255101,4912.274659,5054.078676,4694.003486,4542.688873,4692.524945,4826.701297,4996.168551,4952.676622,4949.22609,5070.638869,5047.64274,5255.852289,5367.194469,5789.156496,5958.51255,5932.977817,5892.100176,6252.244712,6965.013045,7138.775485,7381.743055,7741.560469,7936.154763,8142.263451,8607.771711,9210.48905,NA
Vietnam,VNM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,260.8485809,262.1862249,253.4107287,257.1242967,269.7488314,266.4758237,266.9885621,279.883222,283.6353894,287.8899755,296.5498191,304.6064571,317.6012315,325.3655132,337.0620786,353.2530206,354.5651679,365.9399415,374.5495852,388.0895718,398.9958458,408.5949251,419.8966766,434.0417988,437.0175575,446.3886883,459.6624083,467.6873842,476.2537611
Virgin Islands (U.S.),VIR,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
West Bank and Gaza,WBG,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2062.749991,2112.798402,2613.837179,2520.067545,3056.690031,3212.71604,2778.593565,2373.105819,1880.462734,2238.813749,2670.247399,2166.921977,2227.889727,2173.626672,2161.752645,2487.941193,2332.973674,2988.327658,2834.406405,NA
"Yemen, Rep.",YEM,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.8385359,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,560.6919799,587.8182383,500.1857385,522.0028233,530.9219126,524.9318726,545.472451,510.1095996,583.0459211,544.5299553,477.6781505,487.8471988,320.4695539,528.736444,422.0172869,552.8836674,538.6201133,500.9489478,497.9513288,538.5776127,537.9641259,516.4844705,500.8882313,519.3388639,533.4182428,522.3146603,524.9463745,515.9469945,517.5778405,542.0857777,563.8278525,593.6175924,619.0293386,557.6653097
Zimbabwe,ZWE,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,399.4026557,440.6650607,394.5275501,320.3881656,380.1678077,453.360786,401.3702087,371.0766975,368.1988091,367.484778,398.7262063,391.9286981,294.251579,366.4099911,385.6951819,350.5248697,413.1228023,420.1772917,442.8733911,466.3309213,474.2024846,541.0873947,412.742928,353.4382862,324.3400421,310.8403455,301.0617646,282.6822191,172.4178367,210.4330077,224.3967612,224.8819025,234.3908198,226.6380312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Last Updated: 09/24/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
